country,date,confirmed,deaths,recovered
Algeria,2/9/20,0,0,0
Algeria,2/10/20,0,0,0
Algeria,2/11/20,0,0,0
Algeria,2/12/20,0,0,0
Algeria,2/13/20,0,0,0
Algeria,2/14/20,0,0,0
Algeria,2/15/20,0,0,0
Algeria,2/16/20,0,0,0
Algeria,2/17/20,0,0,0
Algeria,2/18/20,0,0,0
Algeria,2/19/20,0,0,0
Algeria,2/20/20,0,0,0
Algeria,2/21/20,0,0,0
Algeria,2/22/20,0,0,0
Algeria,2/23/20,0,0,0
Algeria,2/24/20,0,0,0
Algeria,2/25/20,1,0,0
Algeria,2/26/20,1,0,0
Algeria,2/27/20,1,0,0
Algeria,2/28/20,1,0,0
Algeria,2/29/20,1,0,0
Algeria,3/1/20,1,0,0
Algeria,3/2/20,3,0,0
Algeria,3/3/20,5,0,0
Algeria,3/4/20,12,0,0
Algeria,3/5/20,12,0,0
Algeria,3/6/20,17,0,0
Algeria,3/7/20,17,0,0
Algeria,3/8/20,19,0,0
Algeria,3/9/20,20,0,0
Algeria,3/10/20,20,0,0
Algeria,3/11/20,20,0,0
Algeria,3/12/20,24,1,8
Algeria,3/13/20,26,2,8
Algeria,3/14/20,37,3,12
Algeria,3/15/20,48,4,12
Algeria,3/16/20,54,4,12
Algeria,3/17/20,60,4,12
Algeria,3/18/20,74,7,12
Algeria,3/19/20,87,9,32
Algeria,3/20/20,90,11,32
Algeria,3/21/20,139,15,32
Algeria,3/22/20,201,17,65
Algeria,3/23/20,230,17,65
Algeria,3/24/20,264,19,24
Algeria,3/25/20,302,21,65
Algeria,3/26/20,367,25,29
Algeria,3/27/20,409,26,29
Algeria,3/28/20,454,29,31
Algeria,3/29/20,511,31,31
Algeria,3/30/20,584,35,37
Algeria,3/31/20,716,44,46
Algeria,4/1/20,847,58,61
Algeria,4/2/20,986,86,61
Algeria,4/3/20,1171,105,62
Algeria,4/4/20,1251,130,90
Algeria,4/5/20,1320,152,90
Algeria,4/6/20,1423,173,90
Algeria,4/7/20,1468,193,113
Algeria,4/8/20,1572,205,237
Andorra,1/22/20,0,0,0
Andorra,1/23/20,0,0,0
Andorra,1/24/20,0,0,0
Andorra,1/25/20,0,0,0
Andorra,1/26/20,0,0,0
Andorra,1/27/20,0,0,0
Andorra,1/28/20,0,0,0
Andorra,1/29/20,0,0,0
Andorra,1/30/20,0,0,0
Andorra,1/31/20,0,0,0
Andorra,2/1/20,0,0,0
Andorra,2/2/20,0,0,0
Andorra,2/3/20,0,0,0
Andorra,2/4/20,0,0,0
Andorra,2/5/20,0,0,0
Andorra,2/6/20,0,0,0
Andorra,2/7/20,0,0,0
Andorra,2/8/20,0,0,0
Andorra,2/9/20,0,0,0
Andorra,2/10/20,0,0,0
Andorra,2/11/20,0,0,0
Andorra,2/12/20,0,0,0
Andorra,2/13/20,0,0,0
Andorra,2/14/20,0,0,0
Andorra,2/15/20,0,0,0
Andorra,2/16/20,0,0,0
Andorra,2/17/20,0,0,0
Andorra,2/18/20,0,0,0
Andorra,2/19/20,0,0,0
Andorra,2/20/20,0,0,0
Andorra,2/21/20,0,0,0
Andorra,2/22/20,0,0,0
Andorra,2/23/20,0,0,0
Andorra,2/24/20,0,0,0
Andorra,2/25/20,0,0,0
Andorra,2/26/20,0,0,0
Andorra,2/27/20,0,0,0
Andorra,2/28/20,0,0,0
Andorra,2/29/20,0,0,0
Andorra,3/1/20,0,0,0
Andorra,3/2/20,1,0,0
Andorra,3/3/20,1,0,0
Andorra,3/4/20,1,0,0
Andorra,3/5/20,1,0,0
Andorra,3/6/20,1,0,0
Andorra,3/7/20,1,0,0
Andorra,3/8/20,1,0,0
Andorra,3/9/20,1,0,0
Andorra,3/10/20,1,0,0
Andorra,3/11/20,1,0,0
Andorra,3/12/20,1,0,1
Andorra,3/13/20,1,0,0
Andorra,3/14/20,1,0,1
Andorra,3/15/20,1,0,1
Andorra,3/16/20,2,0,1
Andorra,3/17/20,39,0,1
Andorra,3/18/20,39,0,1
Andorra,3/19/20,53,0,1
Andorra,3/20/20,75,0,1
Andorra,3/21/20,88,0,1
Andorra,3/22/20,113,1,1
Andorra,3/23/20,133,1,1
Andorra,3/24/20,164,1,1
Andorra,3/25/20,188,1,1
Andorra,3/26/20,224,3,1
Andorra,3/27/20,267,3,1
Andorra,3/28/20,308,3,1
Andorra,3/29/20,334,6,1
Andorra,3/30/20,370,8,10
Andorra,3/31/20,376,12,10
Andorra,4/1/20,390,14,10
Andorra,4/2/20,428,15,10
Andorra,4/3/20,439,16,16
Andorra,4/4/20,466,17,21
Andorra,4/5/20,501,18,26
Andorra,4/6/20,525,21,31
Andorra,4/7/20,545,22,39
Andorra,4/8/20,564,23,52
Angola,1/22/20,0,0,0
Angola,1/23/20,0,0,0
Angola,1/24/20,0,0,0
Angola,1/25/20,0,0,0
Angola,1/26/20,0,0,0
Angola,1/27/20,0,0,0
Angola,1/28/20,0,0,0
Angola,1/29/20,0,0,0
Angola,1/30/20,0,0,0
Angola,1/31/20,0,0,0
Angola,2/1/20,0,0,0
Angola,2/2/20,0,0,0
Angola,2/3/20,0,0,0
Angola,2/4/20,0,0,0
Angola,2/5/20,0,0,0
Angola,2/6/20,0,0,0
Angola,2/7/20,0,0,0
Angola,2/8/20,0,0,0
Angola,2/9/20,0,0,0
Angola,2/10/20,0,0,0
Angola,2/11/20,0,0,0
Angola,2/12/20,0,0,0
Angola,2/13/20,0,0,0
Angola,2/14/20,0,0,0
Angola,2/15/20,0,0,0
Angola,2/16/20,0,0,0
Angola,2/17/20,0,0,0
Angola,2/18/20,0,0,0
Angola,2/19/20,0,0,0
Angola,2/20/20,0,0,0
Angola,2/21/20,0,0,0
Angola,2/22/20,0,0,0
Angola,2/23/20,0,0,0
Angola,2/24/20,0,0,0
Angola,2/25/20,0,0,0
Angola,2/26/20,0,0,0
Angola,2/27/20,0,0,0
Angola,2/28/20,0,0,0
Angola,2/29/20,0,0,0
Angola,3/1/20,0,0,0
Angola,3/2/20,0,0,0
Angola,3/3/20,0,0,0
Angola,3/4/20,0,0,0
Angola,3/5/20,0,0,0
Angola,3/6/20,0,0,0
Angola,3/7/20,0,0,0
Angola,3/8/20,0,0,0
Angola,3/9/20,0,0,0
Angola,3/10/20,0,0,0
Angola,3/11/20,0,0,0
Angola,3/12/20,0,0,0
Angola,3/13/20,0,0,0
Angola,3/14/20,0,0,0
Angola,3/15/20,0,0,0
Angola,3/16/20,0,0,0
Angola,3/17/20,0,0,0
Angola,3/18/20,0,0,0
Angola,3/19/20,0,0,0
Angola,3/20/20,1,0,0
Angola,3/21/20,2,0,0
Angola,3/22/20,2,0,0
Angola,3/23/20,3,0,0
Angola,3/24/20,3,0,0
Angola,3/25/20,3,0,0
Angola,3/26/20,4,0,0
Angola,3/27/20,4,0,0
Angola,3/28/20,5,0,0
Angola,3/29/20,7,2,0
Angola,3/30/20,7,2,0
Angola,3/31/20,7,2,1
Angola,4/1/20,8,2,1
Angola,4/2/20,8,2,1
Angola,4/3/20,8,2,1
Angola,4/4/20,10,2,2
Angola,4/5/20,14,2,2
Angola,4/6/20,16,2,2
Angola,4/7/20,17,2,2
Angola,4/8/20,19,2,2
Antigua and Barbuda,1/22/20,0,0,0
Antigua and Barbuda,1/23/20,0,0,0
Antigua and Barbuda,1/24/20,0,0,0
Antigua and Barbuda,1/25/20,0,0,0
Antigua and Barbuda,1/26/20,0,0,0
Antigua and Barbuda,1/27/20,0,0,0
Antigua and Barbuda,1/28/20,0,0,0
Antigua and Barbuda,1/29/20,0,0,0
Antigua and Barbuda,1/30/20,0,0,0
Antigua and Barbuda,1/31/20,0,0,0
Antigua and Barbuda,2/1/20,0,0,0
Antigua and Barbuda,2/2/20,0,0,0
Antigua and Barbuda,2/3/20,0,0,0
Antigua and Barbuda,2/4/20,0,0,0
Antigua and Barbuda,2/5/20,0,0,0
Antigua and Barbuda,2/6/20,0,0,0
Antigua and Barbuda,2/7/20,0,0,0
Antigua and Barbuda,2/8/20,0,0,0
Antigua and Barbuda,2/9/20,0,0,0
Antigua and Barbuda,2/10/20,0,0,0
Antigua and Barbuda,2/11/20,0,0,0
Antigua and Barbuda,2/12/20,0,0,0
Antigua and Barbuda,2/13/20,0,0,0
Antigua and Barbuda,2/14/20,0,0,0
Antigua and Barbuda,2/15/20,0,0,0
Antigua and Barbuda,2/16/20,0,0,0
Antigua and Barbuda,2/17/20,0,0,0
Antigua and Barbuda,2/18/20,0,0,0
Antigua and Barbuda,2/19/20,0,0,0
Antigua and Barbuda,2/20/20,0,0,0
Antigua and Barbuda,2/21/20,0,0,0
Antigua and Barbuda,2/22/20,0,0,0
Antigua and Barbuda,2/23/20,0,0,0
Antigua and Barbuda,2/24/20,0,0,0
Antigua and Barbuda,2/25/20,0,0,0
Antigua and Barbuda,2/26/20,0,0,0
Antigua and Barbuda,2/27/20,0,0,0
Antigua and Barbuda,2/28/20,0,0,0
Antigua and Barbuda,2/29/20,0,0,0
Antigua and Barbuda,3/1/20,0,0,0
Antigua and Barbuda,3/2/20,0,0,0
Antigua and Barbuda,3/3/20,0,0,0
Antigua and Barbuda,3/4/20,0,0,0
Antigua and Barbuda,3/5/20,0,0,0
Antigua and Barbuda,3/6/20,0,0,0
Antigua and Barbuda,3/7/20,0,0,0
Antigua and Barbuda,3/8/20,0,0,0
Antigua and Barbuda,3/9/20,0,0,0
Antigua and Barbuda,3/10/20,0,0,0
Antigua and Barbuda,3/11/20,0,0,0
Antigua and Barbuda,3/12/20,0,0,0
Antigua and Barbuda,3/13/20,1,0,0
Antigua and Barbuda,3/14/20,1,0,0
Antigua and Barbuda,3/15/20,1,0,0
Antigua and Barbuda,3/16/20,1,0,0
Antigua and Barbuda,3/17/20,1,0,0
Antigua and Barbuda,3/18/20,1,0,0
Antigua and Barbuda,3/19/20,1,0,0
Antigua and Barbuda,3/20/20,1,0,0
Antigua and Barbuda,3/21/20,1,0,0
Antigua and Barbuda,3/22/20,1,0,0
Antigua and Barbuda,3/23/20,3,0,0
Antigua and Barbuda,3/24/20,3,0,0
Antigua and Barbuda,3/25/20,3,0,0
Antigua and Barbuda,3/26/20,7,0,0
Antigua and Barbuda,3/27/20,7,0,0
Antigua and Barbuda,3/28/20,7,0,0
Antigua and Barbuda,3/29/20,7,0,0
Antigua and Barbuda,3/30/20,7,0,0
Antigua and Barbuda,3/31/20,7,0,0
Antigua and Barbuda,4/1/20,7,0,0
Antigua and Barbuda,4/2/20,9,0,0
Antigua and Barbuda,4/3/20,15,0,0
Antigua and Barbuda,4/4/20,15,0,0
Antigua and Barbuda,4/5/20,15,0,0
Antigua and Barbuda,4/6/20,15,0,0
Antigua and Barbuda,4/7/20,19,1,0
Antigua and Barbuda,4/8/20,19,2,0
Argentina,1/22/20,0,0,0
Argentina,1/23/20,0,0,0
Argentina,1/24/20,0,0,0
Argentina,1/25/20,0,0,0
Argentina,1/26/20,0,0,0
Argentina,1/27/20,0,0,0
Argentina,1/28/20,0,0,0
Argentina,1/29/20,0,0,0
Argentina,1/30/20,0,0,0
Argentina,1/31/20,0,0,0
Argentina,2/1/20,0,0,0
Argentina,2/2/20,0,0,0
Argentina,2/3/20,0,0,0
Argentina,2/4/20,0,0,0
Argentina,2/5/20,0,0,0
Argentina,2/6/20,0,0,0
Argentina,2/7/20,0,0,0
Argentina,2/8/20,0,0,0
Argentina,2/9/20,0,0,0
Argentina,2/10/20,0,0,0
Argentina,2/11/20,0,0,0
Argentina,2/12/20,0,0,0
Argentina,2/13/20,0,0,0
Argentina,2/14/20,0,0,0
Argentina,2/15/20,0,0,0
Argentina,2/16/20,0,0,0
Argentina,2/17/20,0,0,0
Argentina,2/18/20,0,0,0
Argentina,2/19/20,0,0,0
Argentina,2/20/20,0,0,0
Argentina,2/21/20,0,0,0
Argentina,2/22/20,0,0,0
Argentina,2/23/20,0,0,0
Argentina,2/24/20,0,0,0
Argentina,2/25/20,0,0,0
Argentina,2/26/20,0,0,0
Argentina,2/27/20,0,0,0
Argentina,2/28/20,0,0,0
Argentina,2/29/20,0,0,0
Argentina,3/1/20,0,0,0
Argentina,3/2/20,0,0,0
Argentina,3/3/20,1,0,0
Argentina,3/4/20,1,0,0
Argentina,3/5/20,1,0,0
Argentina,3/6/20,2,0,0
Argentina,3/7/20,8,0,0
Argentina,3/8/20,12,1,0
Argentina,3/9/20,12,1,0
Argentina,3/10/20,17,1,0
Argentina,3/11/20,19,1,0
Argentina,3/12/20,19,1,0
Argentina,3/13/20,31,2,0
Argentina,3/14/20,34,2,1
Argentina,3/15/20,45,2,1
Argentina,3/16/20,56,2,1
Argentina,3/17/20,68,2,3
Argentina,3/18/20,79,2,3
Argentina,3/19/20,97,3,3
Argentina,3/20/20,128,3,3
Argentina,3/21/20,158,4,3
Argentina,3/22/20,266,4,3
Argentina,3/23/20,301,4,3
Argentina,3/24/20,387,6,52
Argentina,3/25/20,387,8,52
Argentina,3/26/20,502,9,63
Argentina,3/27/20,589,13,72
Argentina,3/28/20,690,18,72
Argentina,3/29/20,745,19,72
Argentina,3/30/20,820,23,228
Argentina,3/31/20,1054,27,240
Argentina,4/1/20,1054,28,248
Argentina,4/2/20,1133,36,256
Argentina,4/3/20,1265,39,266
Argentina,4/4/20,1451,43,279
Argentina,4/5/20,1451,44,280
Argentina,4/6/20,1554,48,325
Argentina,4/7/20,1628,56,338
Argentina,4/8/20,1715,63,358
Armenia,1/22/20,0,0,0
Armenia,1/23/20,0,0,0
Armenia,1/24/20,0,0,0
Armenia,1/25/20,0,0,0
Armenia,1/26/20,0,0,0
Armenia,1/27/20,0,0,0
Armenia,1/28/20,0,0,0
Armenia,1/29/20,0,0,0
Armenia,1/30/20,0,0,0
Armenia,1/31/20,0,0,0
Armenia,2/1/20,0,0,0
Armenia,2/2/20,0,0,0
Armenia,2/3/20,0,0,0
Armenia,2/4/20,0,0,0
Armenia,2/5/20,0,0,0
Armenia,2/6/20,0,0,0
Armenia,2/7/20,0,0,0
Armenia,2/8/20,0,0,0
Armenia,2/9/20,0,0,0
Armenia,2/10/20,0,0,0
Armenia,2/11/20,0,0,0
Armenia,2/12/20,0,0,0
Armenia,2/13/20,0,0,0
Armenia,2/14/20,0,0,0
Armenia,2/15/20,0,0,0
Armenia,2/16/20,0,0,0
Armenia,2/17/20,0,0,0
Armenia,2/18/20,0,0,0
Armenia,2/19/20,0,0,0
Armenia,2/20/20,0,0,0
Armenia,2/21/20,0,0,0
Armenia,2/22/20,0,0,0
Armenia,2/23/20,0,0,0
Armenia,2/24/20,0,0,0
Armenia,2/25/20,0,0,0
Armenia,2/26/20,0,0,0
Armenia,2/27/20,0,0,0
Armenia,2/28/20,0,0,0
Armenia,2/29/20,0,0,0
Armenia,3/1/20,1,0,0
Armenia,3/2/20,1,0,0
Armenia,3/3/20,1,0,0
Armenia,3/4/20,1,0,0
Armenia,3/5/20,1,0,0
Armenia,3/6/20,1,0,0
Armenia,3/7/20,1,0,0
Armenia,3/8/20,1,0,0
Armenia,3/9/20,1,0,0
Armenia,3/10/20,1,0,0
Armenia,3/11/20,1,0,0
Armenia,3/12/20,4,0,0
Armenia,3/13/20,8,0,0
Armenia,3/14/20,18,0,0
Armenia,3/15/20,26,0,0
Armenia,3/16/20,52,0,0
Armenia,3/17/20,78,0,1
Armenia,3/18/20,84,0,1
Armenia,3/19/20,115,0,1
Armenia,3/20/20,136,0,1
Armenia,3/21/20,160,0,1
Armenia,3/22/20,194,0,2
Armenia,3/23/20,235,0,2
Armenia,3/24/20,249,0,14
Armenia,3/25/20,265,0,16
Armenia,3/26/20,290,1,18
Armenia,3/27/20,329,1,28
Armenia,3/28/20,407,1,30
Armenia,3/29/20,424,3,30
Armenia,3/30/20,482,3,30
Armenia,3/31/20,532,3,30
Armenia,4/1/20,571,4,31
Armenia,4/2/20,663,7,33
Armenia,4/3/20,736,7,43
Armenia,4/4/20,770,7,43
Armenia,4/5/20,822,7,57
Armenia,4/6/20,833,8,62
Armenia,4/7/20,853,8,87
Armenia,4/8/20,881,9,114
Australia,1/22/20,0,0,0
Australia,1/23/20,0,0,0
Australia,1/24/20,0,0,0
Australia,1/25/20,0,0,0
Australia,1/26/20,4,0,0
Australia,1/27/20,5,0,0
Australia,1/28/20,5,0,0
Australia,1/29/20,6,0,0
Australia,1/30/20,9,0,2
Australia,1/31/20,9,0,2
Australia,2/1/20,12,0,2
Australia,2/2/20,12,0,2
Australia,2/3/20,12,0,2
Australia,2/4/20,13,0,2
Australia,2/5/20,13,0,2
Australia,2/6/20,14,0,2
Australia,2/7/20,15,0,2
Australia,2/8/20,15,0,2
Australia,2/9/20,15,0,2
Australia,2/10/20,15,0,2
Australia,2/11/20,15,0,2
Australia,2/12/20,15,0,2
Australia,2/13/20,15,0,8
Australia,2/14/20,15,0,8
Australia,2/15/20,15,0,8
Australia,2/16/20,15,0,8
Australia,2/17/20,15,0,10
Australia,2/18/20,15,0,10
Australia,2/19/20,15,0,10
Australia,2/20/20,15,0,10
Australia,2/21/20,15,0,11
Australia,2/22/20,15,0,11
Australia,2/23/20,15,0,11
Australia,2/24/20,15,0,11
Australia,2/25/20,15,0,11
Australia,2/26/20,15,0,11
Australia,2/27/20,15,0,11
Australia,2/28/20,15,0,11
Australia,2/29/20,25,0,11
Australia,3/1/20,27,1,11
Australia,3/2/20,30,1,11
Australia,3/3/20,39,1,11
Australia,3/4/20,52,2,11
Australia,3/5/20,55,2,21
Australia,3/6/20,60,2,21
Australia,3/7/20,63,2,21
Australia,3/8/20,76,3,21
Australia,3/9/20,91,3,21
Australia,3/10/20,107,3,21
Australia,3/11/20,128,3,21
Australia,3/12/20,128,3,21
Australia,3/13/20,200,3,23
Australia,3/14/20,250,3,23
Australia,3/15/20,297,3,23
Australia,3/16/20,377,3,23
Australia,3/17/20,452,5,23
Australia,3/18/20,568,6,23
Australia,3/19/20,681,6,26
Australia,3/20/20,791,7,26
Australia,3/21/20,1071,7,26
Australia,3/22/20,1549,7,88
Australia,3/23/20,1682,7,88
Australia,3/24/20,2044,8,115
Australia,3/25/20,2364,8,119
Australia,3/26/20,2810,13,172
Australia,3/27/20,3143,13,194
Australia,3/28/20,3640,14,244
Australia,3/29/20,3984,16,244
Australia,3/30/20,4361,17,257
Australia,3/31/20,4559,18,358
Australia,4/1/20,4862,20,422
Australia,4/2/20,5116,24,520
Australia,4/3/20,5330,28,649
Australia,4/4/20,5550,30,701
Australia,4/5/20,5687,35,757
Australia,4/6/20,5797,40,1080
Australia,4/7/20,5895,45,1080
Australia,4/8/20,6010,50,1080
Austria,1/22/20,0,0,0
Austria,1/23/20,0,0,0
Austria,1/24/20,0,0,0
Austria,1/25/20,0,0,0
Austria,1/26/20,0,0,0
Austria,1/27/20,0,0,0
Austria,1/28/20,0,0,0
Austria,1/29/20,0,0,0
Austria,1/30/20,0,0,0
Austria,1/31/20,0,0,0
Austria,2/1/20,0,0,0
Austria,2/2/20,0,0,0
Austria,2/3/20,0,0,0
Austria,2/4/20,0,0,0
Austria,2/5/20,0,0,0
Austria,2/6/20,0,0,0
Austria,2/7/20,0,0,0
Austria,2/8/20,0,0,0
Austria,2/9/20,0,0,0
Austria,2/10/20,0,0,0
Austria,2/11/20,0,0,0
Austria,2/12/20,0,0,0
Austria,2/13/20,0,0,0
Austria,2/14/20,0,0,0
Austria,2/15/20,0,0,0
Austria,2/16/20,0,0,0
Austria,2/17/20,0,0,0
Austria,2/18/20,0,0,0
Austria,2/19/20,0,0,0
Austria,2/20/20,0,0,0
Austria,2/21/20,0,0,0
Austria,2/22/20,0,0,0
Austria,2/23/20,0,0,0
Austria,2/24/20,0,0,0
Austria,2/25/20,2,0,0
Austria,2/26/20,2,0,0
Austria,2/27/20,3,0,0
Austria,2/28/20,3,0,0
Austria,2/29/20,9,0,0
Austria,3/1/20,14,0,0
Austria,3/2/20,18,0,0
Austria,3/3/20,21,0,0
Austria,3/4/20,29,0,0
Austria,3/5/20,41,0,0
Austria,3/6/20,55,0,0
Austria,3/7/20,79,0,0
Austria,3/8/20,104,0,0
Austria,3/9/20,131,0,2
Austria,3/10/20,182,0,4
Austria,3/11/20,246,0,4
Austria,3/12/20,302,1,4
Austria,3/13/20,504,1,6
Austria,3/14/20,655,1,6
Austria,3/15/20,860,1,6
Austria,3/16/20,1018,3,6
Austria,3/17/20,1332,3,1
Austria,3/18/20,1646,4,9
Austria,3/19/20,2013,6,9
Austria,3/20/20,2388,6,9
Austria,3/21/20,2814,8,9
Austria,3/22/20,3582,16,9
Austria,3/23/20,4474,21,9
Austria,3/24/20,5283,28,9
Austria,3/25/20,5588,30,9
Austria,3/26/20,6909,49,112
Austria,3/27/20,7657,58,225
Austria,3/28/20,8271,68,225
Austria,3/29/20,8788,86,479
Austria,3/30/20,9618,108,636
Austria,3/31/20,10180,128,1095
Austria,4/1/20,10711,146,1436
Austria,4/2/20,11129,158,1749
Austria,4/3/20,11524,168,2022
Austria,4/4/20,11781,186,2507
Austria,4/5/20,12051,204,2998
Austria,4/6/20,12297,220,3463
Austria,4/7/20,12639,243,4046
Austria,4/8/20,12942,273,4512
Azerbaijan,1/22/20,0,0,0
Azerbaijan,1/23/20,0,0,0
Azerbaijan,1/24/20,0,0,0
Azerbaijan,1/25/20,0,0,0
Azerbaijan,1/26/20,0,0,0
Azerbaijan,1/27/20,0,0,0
Azerbaijan,1/28/20,0,0,0
Azerbaijan,1/29/20,0,0,0
Azerbaijan,1/30/20,0,0,0
Azerbaijan,1/31/20,0,0,0
Azerbaijan,2/1/20,0,0,0
Azerbaijan,2/2/20,0,0,0
Azerbaijan,2/3/20,0,0,0
Azerbaijan,2/4/20,0,0,0
Azerbaijan,2/5/20,0,0,0
Azerbaijan,2/6/20,0,0,0
